"ID","Gender","Status","Children","Est Income","Car Owner","Age","LongDistance","International","Local","DroppedPeak","DroppedOffPeak","Paymethod","LocalBilltype","LongDistanceBilltype","Usage","RatePlan","CHURN"
"2852","F","S","1","75397.80","Y","57.66","24.42","0.00","35.90","0","0","CC","FreeLocal","Standard","60.32","4","T"
"2853","F","M","1","49453.80","N","55.073333","17.13","0.00","12.33","0","0","CC","Budget","Standard","29.46","4","T"
"2854","M","M","0","92881.80","N","21.38","2.15","6.12","85.29","0","0","CC","FreeLocal","Standard","93.57","2","T"
"2855","M","S","2","43634.50","N","21.78","29.44","9.42","104.64","2","0","CC","Budget","Standard","143.50","2","T"
"2856","F","S","0","68641.50","Y","47.98","5.1","0.00","50.22","6","0","CC","FreeLocal","Intnl_discount","55.32","4","T"
"2857","F","M","1","50735.10","Y","36.253333","11.62","0.00","16.76","1","0","CC","Budget","Standard","28.38","4","T"
"2858","F","M","1","52490.10","N","19.193333","10.1","9.69","9.81","1","0","CC","FreeLocal","Standard","29.62","4","T"
"2859","F","S","1","13109.10","N","62.606667","22.38","0.00","40.48","1","0","Auto","Budget","Standard","62.87","3","T"
"2860","M","S","1","92647.50","N","56.046667","16.04","5.74","10.34","2","0","CC","Budget","Standard","32.13","1","T"
"2861","F","S","2","21021.60","Y","62.753333","3.75","0.00","11.19","1","0","CC","Budget","Standard","14.95","4","T"
"2862","M","S","0","74460.70","Y","55.34","25.53","0.99","179.93","1","0","CC","FreeLocal","Standard",,"3","T"
"2863","F","M","1","43894.50","N","40.18","29.28","0.00","40.38","8","0","CC","FreeLocal","Intnl_discount","69.67","4","T"
"2864","F","S","2","28787.40","N","41.666667","27.97","0.00","58.09","1","0","Auto","Budget","Standard","86.06","3","T"
"2865","F","S","1","94278.70","Y","53.12","26.68","0.00","9.67","2","0","CC","FreeLocal","Standard","36.35","4","T"
"2866","F","M","0","83900.20","N","45.04","28.21","0.00","8.62","1","0","CC","FreeLocal","Intnl_discount","36.83","4","T"
"2867","M","M","1","13091.60","N","59.126667","22.79","0.00","20.26","0","0","CC","Budget","Intnl_discount","43.06","4","F"
"2868","F","M","0","91708.40","N","37.293333","17.21","0.00","31.55","0","0","CH","Budget","Intnl_discount","48.77","4","T"
"2870","F","M","2","62061.80","Y","45.92","29.86","0.00","52.22","0","0","Auto","FreeLocal","Standard","82.08","1","F"
"2871","F","M","1","20550.90","Y","22.12","27.72","0.86","57.06","0","0","CC","Budget","Standard","85.64","3","T"
"2874","M","M","2","1765.41","N","18.766667","3.04","0.00","44.95","0","0","CC","FreeLocal","Standard","47.99","4","F"
"2875","F","S","2","19131.10","N","56.186667","22.15","0.00","34.91","0","0","Auto","Budget","Standard","57.07","1","T"
"2879","F","S","2","6440.46","Y","61.00","22.66","0.00","27.20","0","0","CH","Budget","Standard","49.86","1","F"
"2881","M","M","2","28766.90","N","46.84","6.11","0.00","58.08","0","0","CC","Budget","Standard","64.20","1","F"
"2886","M","M","2","91272.20","Y","25.033333","26.99","0.00","13.01","0","0","CC","FreeLocal","Standard","40.00","2","F"
"2891","F","S","0","73228.30","N","55.00","22.47","0.00","28.11","0","0","Auto","Budget","Standard","50.58","3","F"
"2894","M","M","1","64792.30","N","52.146667","13.05","1.51","36.84","0","0","CH","FreeLocal","Standard","51.41","1","T"
"2896","F","S","0","93322.10","Y","40.313333","29.92","0.00","8.79","0","0","CH","Budget","Intnl_discount","38.72","1","T"
"2899","M","M","2","49910.70","Y","51.52","27.42","0.00","23.72","1","0","CC","Budget","Standard","51.14","4","F"
"2900","M","M","0","76161.40","Y","44.573333","11.96","0.00","25.58","3","0","CC","FreeLocal","Standard","37.55","1","T"
"2901","F","M","2","55860.00","Y","14.573333","16.01","0.00","10.35","2","0","CC","FreeLocal","Intnl_discount","26.37","1","F"
"2908","M","M","2","57360.80","Y","53.253333","10.36","0.00","57.25","1","0","CC","FreeLocal","Standard","67.61","3","F"
"2909","M","M","0","92414.70","Y","45.513333","29.43","0.00","10.62","0","0","CC","FreeLocal","Standard","40.06","1","T"
"2911","F","S","2","14578.80","Y","60.933333","11.91","0.00","95.10","2","0","Auto","Budget","Standard","107.02","3","T"
"2912","F","M","2","87578.20","Y","53.366667","0.29","0.00","22.15","3","0","CC","Budget","Standard","22.44","1","F"
"2913","F","M","2","86695.40","N","13.906667","25.94","0.00","32.09","1","0","CC","FreeLocal","Standard","58.03","2","F"
"2917","F","M","0","68000.00","N","45.486667","29.64","0.00","90.18","2","4","Auto","FreeLocal","Intnl_discount","119.82","2","F"
"2918","M","M","1","2067.82","N","47.853333","15.25","0.00","70.65","4","0","CC","Budget","Intnl_discount","85.90","3","F"
"2921","M","M","2","30665.20","Y","22.88","5.83","8.32","63.28","3","0","Auto","FreeLocal","Standard","77.44","4","F"
"2922","F","M","1","80000.00","Y","63.353333","6.08","0.00","30.95","2","0","Auto","FreeLocal","Intnl_discount","37.04","1","F"
"2923","F","M","1","98680.40","Y","58.706667","17.58","0.00","8.85","5","0","CH","FreeLocal","Intnl_discount","26.44","1","F"
"2924","F","M","2","65619.70","Y","55.00","13.56","0.00","144.66","0","0","CC","Budget","Standard","158.22","4","F"
"2925","F","M","1","95620.30","Y","49.12","10.91","0.00","93.61","0","0","CC","Budget","Standard","104.53","4","F"
"2926","F","D","1","85275.00","N","52.00","22.48","0.00","151.61","0","0","Auto","FreeLocal","Intnl_discount","174.09","3","F"
"2927","F","M","1","66921.40","Y","42.00","15.7","0.00","8.97","2","0","CC","FreeLocal","Intnl_discount","24.67","2","F"
"2928","F","M","1","98453.60","Y","43.00","13.72","0.00","11.65","6","0","Auto","FreeLocal","Standard","25.38","4","F"
"2930","F","S","2","57420.00","Y","47.00","25.18","0.00","252.53","1","1","Auto","Budget","Standard","277.72","2","F"
"2931","M","M","0","58986.20","N","26.98","3.93","3.73","26.69","1","1","CH","FreeLocal","Standard","34.35","2","F"
"2932","F","M","2","47639.10","N","42.00","17.48","0.00","39.62","1","0","CC","Budget","Intnl_discount","57.11","3","F"
"2935","F","S","0","39461.00","N","22.226667","22.87","0.28","103.52","2","1","CC","FreeLocal","Standard","126.68","4","T"
"2936","M","M","1","47371.00","Y","54.96","4.98","7.69","258.29","1","0","CC","Budget","Intnl_discount","270.97","4","F"
"2937","F","S","0","89813.60","N","12.846667","14.94","1.96","149.26","1","0","CC","FreeLocal","Intnl_discount","166.18","4","F"
"2939","M","S","1","16432.10","Y","20.92","20.41","8.89","80.47","8","0","CH","Budget","Intnl_discount","109.78","4","T"
"2942","F","S","1","540.40","Y","39.213333","12.34","0.00","7.75","1","0","Auto","Budget","Intnl_discount","20.10","4","T"
"2944","F","M","2","80087.70","N","41.92","8.74","0.00","22.82","2","0","CC","FreeLocal","Standard","31.56","1","F"
"2945","F","M","2","59691.30","N","38.04","21.94","0.00","256.70","1","0","CC","Budget","Standard","278.65","3","F"
"2946","F","S","2","11251.10","Y","61.00","28.42","0.00","113.48","3","0","CC","FreeLocal","Standard","141.91","4","T"
"2951","F","S","2","3416.62","Y","22.76","18.97","0.00","104.73","2","0","CC","Budget","Standard","123.70","4","T"
"2952","F","S","0","93454.30","Y","48.533333","18.94","0.00","25.18","5","0","Auto","FreeLocal","Standard","44.13","4","F"
"2953","M","M","0","5745.00","Y","15.38","26.4","0.00","17.71","0","0","CC","FreeLocal","Standard","44.11","4","T"
"2959","F","M","1","30000.00","N","20.00","59","0.00","8.84","0","0","CH","FreeLocal","Standard","34.61","2","T"
"2960","F","M","2","11234.70","Y","49.046667","0.69","0.00","112.72","0","0","CC","Budget","Standard","113.42","3","F"
"2962","F","M","1","82931.30","N","64.64","19.24","0.00","118.00","2","0","Auto","FreeLocal","Standard","137.25","3","F"
"2963","F","M","2","57483.90","N","44.026667","17.01","0.00","27.29","6","0","CH","Budget","Standard","44.30","4","F"
"2965","F","S","2","21274.00","N","45.526667","10.87","0.00","32.43","1","0","Auto","FreeLocal","Standard","43.31","4","T"
"2966","F","M","2","28267.00","N","30.093333","21.87","0.00","192.53","1","0","CC","FreeLocal","Standard","214.41","2","F"
"2968","F","M","2","36725.10","N","55.793333","8.65","9.22","77.00","1","0","CH","Budget","Standard","94.88","4","F"
"2972","M","S","1","94188.30","N","57.546667","20.86","0.86","19.78","2","0","CC","Budget","Standard","41.51","2","T"
"2975","F","M","2","91861.00","Y","41.98","15.32","0.00","6.74","1","0","CC","Budget","Standard","22.06","2","F"
"2978","F","S","1","12374.90","Y","33.493333","17.49","0.00","106.10","1","0","Auto","FreeLocal","Standard","123.59","3","T"
"2979","F","M","2","69133.90","Y","26.833333","8.58","0.00","37.73","8","0","CH","FreeLocal","Standard","46.32","2","F"
"2981","F","M","2","84948.00","Y","29.446667","11.14","0.00","12.58","1","0","CH","FreeLocal","Intnl_discount","23.73","1","F"
"2982","F","M","2","30998.80","N","40.96","2.4","0.00","50.50","2","0","Auto","Budget","Standard","52.91","3","F"
"2984","M","S","0","15924.20","N","14.46","0","0.00","1.46","1","0","CH","FreeLocal","Standard","1.46","2","F"
"2988","M","M","2","21416.50","N","35.653333","9.9","9.17","8.53","0","0","CC","FreeLocal","Intnl_discount","27.61","1","F"
"2992","M","M","2","78554.20","N","16.70","5.59","7.26","23.03","0","0","Auto","Budget","Standard","35.88","1","F"
"2993","F","M","2","38215.90","N","30.886667","0","0.00","0.97","0","0","Auto","Budget","Standard","0.97","3","F"
"2994","F","M","1","14085.50","N","21.00","43","0.00","160.42","0","0","CC","FreeLocal","Standard","176.61","1","T"
"2995","F","M","2","49745.30","N","47.966667","2.84","0.00","24.44","0","0","CH","Budget","Intnl_discount","27.28","4","F"
"2997","F","M","2","88427.00","N","13.86","22.46","4.16","43.34","0","0","CC","Budget","Standard","69.97","4","F"
"2998","F","M","2","98003.70","Y","26.273333","1.03","0.00","83.39","0","0","CC","FreeLocal","Intnl_discount","84.42","4","F"
"2999","M","S","0","89142.70","N","53.693333","3.76","8.13","5.01","0","0","CC","Budget","Intnl_discount","16.91","1","T"
"3000","F","S","0","74530.80","N","63.086667","20.89","0.49","106.50","0","0","Auto","FreeLocal","Intnl_discount","127.89","1","F"
"3002","F","S","0","32962.60","N","24.00","42","0.00","262.91","0","0","CC","Budget","Standard","265.78","4","T"
"3007","F","M","2","76289.20","N","48.206667","22.2","0.00","82.43","0","0","CC","Budget","Intnl_discount","104.63","2","F"
"3009","M","M","1","66931.90","N","63.933333","11.72","0.39","5.35","0","0","CC","Budget","Standard","17.46","3","T"
"3010","M","S","0","9309.57","Y","25.44","8.56","0.00","99.73","1","0","CC","FreeLocal","Standard","108.30","2","F"
"3011","F","M","1","28000.00","N","23.00","45","0.00","26.78","0","0","Auto","FreeLocal","Intnl_discount","48.08","3","T"
"3012","F","S","0","38000.00","N","24.00","29","0.00","154.77","0","0","CC","Budget","Intnl_discount","168.28","1","T"
"3013","F","S","0","32962.60","N","21.00","45","0.00","61.44","0","0","CC","Budget","Standard","65.79","2","T"
"3014","F","S","2","42000.00","N","22.00","33","0.00","35.73","0","0","Auto","Budget","Standard","41.78","2","T"
"3015","F","D","1","77726.40","N","56.72","14","0.00","9.51","0","0","Auto","Budget","Intnl_discount","23.52","4","F"
"3016","F","S","2","43000.00","N","23.00","28","2.22","38.18","0","0","CC","FreeLocal","Standard","62.95","2","T"
"3017","F","S","1","2800.68","N","45.673333","28.45","0.00","106.30","0","0","CC","Budget","Standard","134.75","1","T"
"3020","F","M","2","90271.60","N","44.926667","13.96","0.00","96.43","0","0","CC","FreeLocal","Standard","110.40","2","F"
"3024","F","M","2","64816.60","Y","31.126667","21","0.00","6.87","0","0","CC","Budget","Standard","27.87","1","F"
"3025","F","M","2","98217.10","N","44.98","29.49","0.00","13.24","0","0","CC","FreeLocal","Standard","42.74","4","F"
"3028","F","S","0","15989.30","N","61.693333","3.67","0.00","25.49","0","1","CC","Budget","Intnl_discount","29.17","1","T"
"3034","M","S","1","84978.10","N","21.64","5.03","7.68","76.07","1","0","CH","FreeLocal","Intnl_discount","88.79","2","F"
"3035","F","M","2","36647.90","N","49.986667","21.41","0.00","85.96","1","0","CC","Budget","Intnl_discount","107.38","4","F"
"3036","F","S","0","64319.20","N","41.226667","3.01","0.00","37.15","8","0","CH","Budget","Intnl_discount","40.16","1","T"
"3037","F","S","1","73338.00","N","48.246667","20.92","0.00","9.01","1","0","Auto","Budget","Intnl_discount","29.93","4","F"
"3038","F","S","0","433.74","N","60.746667","3.3","0.00","40.91","2","0","CC","FreeLocal","Standard","44.22","2","T"
"3039","F","M","2","16962.20","N","45.36","18.6","0.00","8.96","1","0","CC","Budget","Standard","27.57","2","F"
"3041","M","M","2","10708.30","N","26.026667","20.83","4.85","117.26","0","0","CH","Budget","Intnl_discount","142.95","3","F"
"3044","F","M","0","2031.61","N","20.30","21.64","0.00","87.40","0","0","CC","Budget","Standard","109.04","4","T"
"3047","F","S","2","16938.50","N","48.00","13.35","0.00","8.76","0","0","CH","FreeLocal","Standard","22.11","1","F"
"3050","F","M","0","55221.00","N","62.00","0.49","0.00","15.20","0","0","CC","FreeLocal","Standard","15.69","1","F"
"3051","F","M","1","8073.11","N","41.00","28.7","0.00","60.35","0","0","Auto","FreeLocal","Standard","89.05","3","F"
"3052","M","M","0","95448.60","Y","53.68","24.24","0.00","5.21","0","0","CH","Budget","Standard","29.46","1","F"
"3053","M","S","1","24141.50","Y","17.006667","28.82","0.00","97.05","0","0","CC","FreeLocal","Standard","125.87","3","T"
"3054","M","S","2","63152.60","Y","63.173333","29.93","0.00","40.07","0","0","CC","Budget","Intnl_discount","70.01","3","F"
"3056","M","S","2","72084.70","N","55.64","29.11","0.00","9.02","0","0","CC","Budget","Intnl_discount","38.13","3","F"
"3057","F","S","0","42760.50","N","43.00","13.47","0.00","40.23","0","0","CC","Budget","Standard","53.70","3","F"
"3058","F","S","1","49072.00","N","46.00","23.5","0.00","10.74","0","0","Auto","Budget","Intnl_discount","34.25","1","F"
"3059","F","M","0","27371.80","Y","70.00","16.14","0.00","126.55","3","0","CC","FreeLocal","Standard","142.70","1","F"
"3062","M","M","0","71472.90","N","41.913333","16.02","0.00","114.20","2","0","CH","Budget","Standard","130.22","3","T"
"3063","F","M","0","95405.70","N","46.506667","7.74","0.00","6.21","5","0","CC","Budget","Standard","13.96","4","F"
"3064","F","S","0","95786.80","Y","57.553333","21.33","0.00","87.46","0","0","CC","Budget","Standard","108.79","2","F"
"3066","M","S","0","90321.60","N","38.00","0.87","0.00","11.52","0","0","Auto","FreeLocal","Intnl_discount","12.39","2","F"
"3067","M","S","1","90478.60","N","54.553333","18.02","0.00","136.47","0","0","CC","FreeLocal","Standard","154.49","2","T"
"3068","F","M","2","56187.00","N","43.00","8.09","0.00","13.74","2","0","CH","Budget","Standard","21.83","1","F"
"3071","F","S","1","41000.00","N","24.393333","23.56","0.00","206.08","6","0","CC","Budget","Intnl_discount","229.64","4","T"
"3077","M","M","2","53010.80","N","18.84","12.45","0.00","46.42","1","4","CC","FreeLocal","Standard","58.87","1","F"
"3078","M","M","0","75004.50","N","64.80","26.52","0.00","32.19","1","0","CC","Budget","Intnl_discount","58.72","4","F"
"3081","M","M","0","19749.30","N","60.366667","20.22","0.00","13.94","1","0","CC","Budget","Standard","34.17","1","F"
"3082","M","S","1","57626.90","Y","43.906667","9.38","0.00","38.96","2","0","CC","Budget","Standard","48.35","1","F"
"3083","M","D","1","20078.00","N","32.846667","9.65","0.00","6.33","1","0","CC","Budget","Intnl_discount","15.98","2","F"
"3084","F","M","2","47902.00","N","26.033333","17.44","4.94","49.92","1","1","Auto","FreeLocal","Standard","72.31","4","F"
"3085","M","M","1","7545.96","Y","16.753333","22.39","0.00","178.36","8","0","CC","Budget","Standard","200.75","3","T"
"3089","M","S","2","89459.90","N","53.28","11.54","1.61","22.90","1","0","CC","FreeLocal","Standard","36.05","2","T"
"3092","F","S","1","13576.50","N","39.426667","14.83","0.00","25.66","2","0","CC","Budget","Standard","40.49","1","T"
"3094","F","M","2","42031.80","N","50.753333","20.45","0.00","39.33","1","0","CH","Budget","Intnl_discount","59.78","3","F"
"3099","M","S","2","43634.50","N","21.78","29.44","9.42","104.64","3","0","CC","Budget","Standard","143.50","1","T"
"3103","F","S","1","13109.10","N","62.606667","22.38","0.00","40.48","2","0","Auto","Budget","Standard","62.87","4","T"
"3104","M","S","1","92647.50","N","56.046667","16.04","5.74","10.34","5","0","CC","Budget","Standard","32.13","4","T"
"3105","F","S","2","21021.60","Y","62.753333","3.75","0.00","11.19","0","0","CC","Budget","Standard","14.95","4","T"
"3106","M","S","0","74460.70","Y","55.34","25.53","0.99","179.93","0","0","CC","FreeLocal","Standard","206.46","4","T"
"3108","F","S","2","28787.40","N","41.666667","27.97","0.00","58.09","0","0","Auto","Budget","Standard","86.06","2","T"
"3111","M","M","1","13091.60","N","59.126667","22.79","0.00","20.26","2","0","CC","Budget","Intnl_discount","43.06","4","F"
"3114","F","M","2","62061.80","Y","45.92","29.86","0.00","52.22","6","0","Auto","FreeLocal","Standard","82.08","1","F"
"3115","F","M","1","20550.90","Y","22.12","27.72","0.86","57.06","1","0","CC","Budget","Standard","85.64","1","T"
"3118","M","S","1","1765.41","N","18.766667","3.04","0.00","44.95","1","0","CC","FreeLocal","Standard","47.99","2","F"
"3119","F","S","2","19131.10","N","56.186667","22.15","0.00","34.91","1","0","Auto","Budget","Standard","57.07","2","T"
"3123","F","S","2","6440.46","Y","52.00","22.66","0.00","27.20","2","0","CH","Budget","Standard","49.86","4","F"
"3125","M","M","2","28766.90","N","46.84","6.11","0.00","58.08","1","0","CC","Budget","Standard","64.20","4","F"
"3130","M","M","2","91272.20","Y","25.033333","26.99","0.00","13.01","1","0","CC","FreeLocal","Standard","40.00","4","F"
"3135","F","S","0","73228.30","N","42.00","22.47","0.00","28.11","8","0","Auto","Budget","Standard","50.58","2","F"
"3138","M","M","1","64792.30","N","52.146667","13.05","1.51","36.84","1","0","CH","FreeLocal","Standard","51.41","4","T"
"3140","F","S","0","93322.10","Y","40.313333","29.92","0.00","8.79","2","0","CH","Budget","Intnl_discount","38.72","1","T"
"3143","M","M","2","49910.70","Y","51.52","27.42","0.00","23.72","1","0","CC","Budget","Standard","51.14","3","F"
"3144","M","M","0","76161.40","Y","44.573333","11.96","0.00","25.58","0","0","CC","FreeLocal","Standard","37.55","4","T"
"3145","F","M","2","55860.00","Y","14.573333","16.01","0.00","10.35","0","0","CC","FreeLocal","Intnl_discount","26.37","2","F"
"3152","M","M","2","57360.80","Y","53.253333","10.36","0.00","57.25","0","0","CC","FreeLocal","Standard","67.61","1","F"
"3153","M","M","1","92414.70","Y","45.513333","29.43","0.00","10.62","0","0","CC","FreeLocal","Standard","40.06","4","T"
"3155","F","S","2","14578.80","Y","60.933333","11.91","0.00","95.10","0","0","Auto","Budget","Standard","107.02","3","T"
"3156","F","M","2","87578.20","Y","53.366667","0.29","0.00","22.15","0","0","CC","Budget","Standard","22.44","3","F"
"3157","F","M","2","86695.40","N","13.906667","25.94","0.00","32.09","0","0","CC","FreeLocal","Standard","58.03","4","F"
"3158","M","M","1","5306.11","N","39.093333","5.52","0.00","17.42","0","0","CH","Budget","Standard","22.94","2","F"
"3161","F","M","0","83287.00","N","44.00","29.64","0.00","90.18","0","4","Auto","FreeLocal","Intnl_discount","119.82","1","F"
"3162","M","M","1","2067.82","N","47.853333","15.25","0.00","70.65","0","0","CC","Budget","Intnl_discount","85.90","2","F"
"3165","M","M","2","30665.20","Y","22.88","5.83","8.32","63.28","0","0","Auto","FreeLocal","Standard","77.44","1","F"
"3166","F","M","1","78000.00","Y","56.193333","6.08","0.00","30.95","0","0","Auto","FreeLocal","Intnl_discount","37.04","1","F"
"3167","F","M","1","98680.40","Y","58.706667","17.58","0.00","8.85","1","0","CH","FreeLocal","Intnl_discount","26.44","1","F"
"3168","F","M","2","65619.70","Y","46.00","13.56","0.00","144.66","0","0","CC","Budget","Standard","158.22","3","F"
"3169","M","M","1","95620.30","Y","49.12","10.91","0.00","93.61","0","0","CC","Budget","Standard","104.53","1","T"
"3170","F","S","0","85275.00","N","47.00","22.48","0.00","151.61","0","0","Auto","FreeLocal","Intnl_discount","174.09","1","F"
"3171","F","M","1","66921.40","Y","43.00","15.7","0.00","8.97","0","0","CC","FreeLocal","Intnl_discount","24.67","1","F"
"3172","F","M","1","98453.60","Y","46.00","13.72","0.00","11.65","0","0","Auto","FreeLocal","Standard","25.38","2","F"
"3174","F","S","2","57420.00","Y","48.00","25.18","0.00","252.53","0","1","Auto","Budget","Standard","277.72","1","F"
"3175","M","M","0","68000.00","N","67.00","3.93","3.73","26.69","0","1","CC","FreeLocal","Standard","34.35","4","T"
"3176","F","M","2","47639.10","N","48.00","17.48","0.00","39.62","0","0","CC","Budget","Intnl_discount","57.11","4","F"
"3177","M","M","0","3911.90","N","38.413333","5.72","8.48","25.14","0","0","CC","Budget","Intnl_discount","39.36","2","F"
"3179","F","S","0","39461.00","N","22.226667","22.87","0.28","103.52","0","1","CC","FreeLocal","Standard","126.68","1","T"
"3180","M","M","1","47371.00","Y","54.96","4.98","7.69","258.29","0","0","CC","Budget","Intnl_discount","270.97","4","F"
"3183","M","S","1","16432.10","Y","20.92","20.41","8.89","80.47","1","0","CH","Budget","Intnl_discount","109.78","3","T"
"3186","F","S","1","540.40","Y","39.213333","12.34","0.00","7.75","1","0","Auto","Budget","Intnl_discount","20.10","3","T"
"3188","F","M","2","80087.70","N","41.92","8.74","0.00","22.82","8","0","CC","FreeLocal","Standard","31.56","4","F"
"3189","F","M","2","59691.30","N","38.04","21.94","0.00","256.70","1","0","CC","Budget","Standard","278.65","1","F"
"3190","F","S","2","11251.10","Y","52.00","28.42","0.00","113.48","2","0","CC","FreeLocal","Standard","141.91","2","T"
"3194","F","S","2","93559.10","N","57.62","1.52","0.00","29.90","1","0","CC","Budget","Standard","31.42","4","F"
"3195","F","S","2","3416.62","Y","22.76","18.97","0.00","104.73","0","0","CC","Budget","Standard","123.70","3","T"
"3196","F","S","0","93454.30","Y","48.533333","18.94","0.00","25.18","0","0","Auto","FreeLocal","Standard","44.13","3","F"
"3197","M","M","0","5745.00","Y","15.38","26.4","0.00","17.71","0","0","CC","FreeLocal","Standard","44.11","2","T"
"3204","F","M","2","11234.70","Y","49.046667","0.69","0.00","112.72","0","0","CC","Budget","Standard","113.42","2","F"
"3206","F","M","1","82931.30","N","64.64","19.24","0.00","118.00","0","0","Auto","FreeLocal","Standard","137.25","2","F"
"3207","F","M","2","57483.90","N","44.026667","17.01","0.00","27.29","0","0","CH","Budget","Standard","44.30","1","F"
"3209","F","S","2","21274.00","N","45.526667","10.87","0.00","32.43","0","0","Auto","FreeLocal","Standard","43.31","4","T"
"3210","F","M","2","28267.00","N","30.093333","21.87","0.00","192.53","0","0","CC","FreeLocal","Standard","214.41","2","F"
"3212","F","M","2","36725.10","N","55.793333","8.65","9.22","77.00","0","0","CH","Budget","Standard","94.88","1","F"
"3216","M","S","1","94188.30","N","57.546667","20.86","0.86","19.78","0","0","CC","Budget","Standard","41.51","2","T"
"3219","F","M","2","91861.00","Y","41.98","15.32","0.00","6.74","0","0","CC","Budget","Standard","22.06","2","F"
"3222","F","S","1","12374.90","Y","33.493333","17.49","0.00","106.10","0","0","Auto","FreeLocal","Standard","123.59","1","T"
"3223","F","M","2","69133.90","Y","26.833333","8.58","0.00","37.73","0","0","CH","FreeLocal","Standard","46.32","1","T"
"3225","F","M","2","84948.00","Y","29.446667","11.14","0.00","12.58","2","0","CH","FreeLocal","Intnl_discount","23.73","3","F"
"3226","F","M","2","30998.80","N","40.96","2.4","0.00","50.50","6","0","Auto","Budget","Standard","52.91","1","F"
"3228","M","S","0","15924.20","N","14.46","0","0.00","1.46","1","0","CH","FreeLocal","Standard","1.46","2","F"
"3232","M","M","2","21416.50","N","35.653333","9.9","9.17","8.53","1","0","CC","FreeLocal","Intnl_discount","27.61","3","F"
"3236","M","M","2","78554.20","N","16.70","5.59","7.26","23.03","1","0","Auto","Budget","Standard","35.88","4","F"
"3237","F","M","2","38215.90","N","30.886667","0","0.00","0.97","2","0","Auto","Budget","Standard","0.97","1","F"
"3239","F","M","2","49745.30","N","47.966667","2.84","0.00","24.44","1","0","CH","Budget","Intnl_discount","27.28","3","F"
"3241","F","M","2","88427.00","N","13.86","22.46","4.16","43.34","1","0","CC","Budget","Standard","69.97","4","F"
"3242","F","M","2","98003.70","Y","26.273333","1.03","0.00","83.39","8","0","CC","FreeLocal","Intnl_discount","84.42","1","F"
"3243","M","S","0","89142.70","N","53.693333","3.76","8.13","5.01","1","0","CC","Budget","Intnl_discount","16.91","4","T"
"3244","F","S","0","74530.80","N","63.086667","20.89","0.49","106.50","2","0","Auto","FreeLocal","Intnl_discount","127.89","4","F"
"3251","F","M","2","76289.20","N","48.206667","22.2","0.00","82.43","1","0","CC","Budget","Intnl_discount","104.63","3","F"
"3253","M","M","1","66931.90","N","63.933333","11.72","0.39","5.35","0","0","CC","Budget","Standard","17.46","1","T"
"3254","M","M","2","9309.57","Y","25.44","8.56","0.00","99.73","0","0","CC","FreeLocal","Standard","108.30","3","F"
"3259","F","S","0","77726.40","N","56.72","14","0.00","9.51","0","0","Auto","Budget","Intnl_discount","23.52","3","F"
"3261","F","S","1","2800.68","N","45.673333","28.45","0.00","106.30","0","0","CC","Budget","Standard","134.75","3","T"
"3264","F","M","2","90271.60","N","44.926667","13.96","0.00","96.43","0","0","CC","FreeLocal","Standard","110.40","2","F"
"3268","F","M","2","64816.60","Y","31.126667","21","0.00","6.87","0","0","CC","Budget","Standard","27.87","2","F"
"3269","F","M","2","98217.10","N","44.98","29.49","0.00","13.24","0","0","CC","FreeLocal","Standard","42.74","4","F"
"3272","F","S","0","15989.30","N","61.693333","3.67","0.00","25.49","0","1","CC","Budget","Intnl_discount","29.17","2","T"
"3278","M","S","1","84978.10","N","21.64","5.03","7.68","76.07","0","0","CH","FreeLocal","Intnl_discount","88.79","1","T"
"3279","F","M","2","36647.90","N","49.986667","21.41","0.00","85.96","0","0","CC","Budget","Intnl_discount","107.38","2","F"
"3280","F","S","0","64319.20","N","41.226667","3.01","0.00","37.15","0","0","CH","Budget","Intnl_discount","40.16","1","T"
"3281","F","S","1","73338.00","N","48.246667","20.92","0.00","9.01","0","0","Auto","Budget","Intnl_discount","29.93","1","T"
"3282","F","S","0","433.74","N","60.746667","3.3","0.00","40.91","1","0","CC","FreeLocal","Standard","44.22","2","T"
"3283","F","M","2","16962.20","N","45.36","18.6","0.00","8.96","0","0","CC","Budget","Standard","27.57","2","F"
"3285","M","M","2","10708.30","N","26.026667","20.83","4.85","117.26","0","0","CH","Budget","Intnl_discount","142.95","2","F"
"3288","F","M","0","2031.61","N","20.30","21.64","0.00","87.40","0","0","CC","Budget","Standard","109.04","2","T"
"3291","F","S","2","16938.50","N","52.646667","13.35","0.00","8.76","0","0","CH","FreeLocal","Standard","22.11","4","F"
"3294","F","M","0","55221.00","N","41.00","0.49","0.00","15.20","0","0","CC","FreeLocal","Standard","15.69","1","F"
"3295","F","M","1","8073.11","N","43.00","28.7","0.00","60.35","0","0","Auto","FreeLocal","Standard","89.05","1","F"
"3296","M","M","1","95448.60","Y","53.68","24.24","0.00","5.21","0","0","CH","Budget","Standard","29.46","3","F"
"3297","M","S","1","24141.50","Y","17.006667","28.82","0.00","97.05","0","0","CC","FreeLocal","Standard","125.87","3","T"
"3298","M","S","2","63152.60","Y","63.173333","29.93","0.00","40.07","0","0","CC","Budget","Intnl_discount","70.01","3","F"
"3300","M","S","2","72084.70","N","55.64","29.11","0.00","9.02","0","0","CC","Budget","Intnl_discount","38.13","2","F"
"3301","F","S","0","42760.50","N","46.00","13.47","0.00","40.23","0","0","CC","Budget","Standard","53.70","2","F"
