ID,Sex,Region,Children,Est_Income,Car_Owner,Status,Paymethod,LocalBilltype,Customer_Segments,Trips_To_The_Website_Yr,Avg_Spend_Per_Store_Visit,Customer_Loyality_Code,Number_Of_Transactions_Current_Year,Response,Age_BIN
1451,F,3,2,98003.7,Y,M,CC,FreeLocal,High Income Families,17,83.39,1,1,Did Not Respond,2
1452,M,1,0,89142.7,N,S,CC,Budget,High Income Families,3,5.01,3,2,Responded,4
1453,F,1,0,74530.8,N,S,Auto,FreeLocal,Married No Kids,26,106.5,2,10,Did Not Respond,4
1455,F,1,0,40120,N,S,CC,Budget,High Income Families,53,262.91,3,19,Did Not Respond,1
1460,F,3,2,76289.2,N,M,CC,Budget,High Income Families,21,82.43,3,11,Did Not Respond,3
1462,M,2,1,66931.9,N,M,CC,Budget,High Income Families,3,5.35,3,6,Responded,4
1463,F,1,0,40120,Y,S,CC,FreeLocal,High Income Families,22,99.73,4,16,Did Not Respond,1
1464,F,2,1,14085.5,N,M,Auto,FreeLocal,Married No Kids,10,26.78,3,20,Did Not Respond,1
1465,F,1,0,32962.6,N,S,CC,Budget,High Income Families,34,154.77,4,30,Did Not Respond,1
1466,F,1,0,42000,N,S,CC,Budget,High Income Families,13,61.44,4,22,Did Not Respond,1
1467,F,3,2,43000,N,S,Auto,Budget,Married No Kids,8,35.73,1,20,Responded,1
1468,F,2,1,77726.4,N,D,Auto,Budget,Married No Kids,5,9.51,2,7,Did Not Respond,4
1469,F,3,2,42000,N,S,CC,FreeLocal,High Income Families,13,38.18,4,30,Did Not Respond,1
1470,F,2,1,2800.68,N,S,CC,Budget,High Income Families,27,106.3,1,14,Did Not Respond,3
1474,F,3,2,90271.6,N,M,CC,FreeLocal,High Income Families,22,96.43,2,7,Did Not Respond,3
1479,F,3,2,64816.6,Y,M,CC,Budget,High Income Families,6,6.87,2,11,Did Not Respond,2
1480,F,3,2,98217.1,N,M,CC,FreeLocal,High Income Families,9,13.24,4,15,Responded,3
1482,F,2,1,2929.13,N,S,CH,Budget,Low Value and No Kids,20,88.23,3,7,Responded,4
1484,F,3,2,41876.6,Y,M,CC,FreeLocal,High Income Families,28,132.65,4,3,Did Not Respond,3
1485,M,1,0,96223.4,Y,M,CC,FreeLocal,High Income Families,4,5.73,2,6,Responded,5
1486,F,1,0,15989.3,N,S,CC,Budget,High Income Families,6,25.49,3,2,Did Not Respond,4
1487,M,1,0,69168.4,Y,M,CC,Budget,High Income Families,47,214.73,4,7,Responded,4
1488,M,2,1,92148.5,Y,M,CC,Budget,High Income Families,23,100.9,2,1,Did Not Respond,2
1489,M,1,0,96681,Y,M,CC,Budget,High Income Families,15,40.92,2,1,Did Not Respond,1
1490,M,1,0,62705.9,Y,S,CC,FreeLocal,High Income Families,7,6.81,2,1,Did Not Respond,2
1491,M,1,0,80221.2,N,S,Auto,FreeLocal,Married No Kids,10,49.56,2,1,Did Not Respond,2
1492,M,1,0,84479.2,N,S,CC,FreeLocal,High Income Families,11,43.01,2,1,Did Not Respond,2
1493,F,3,2,64977.4,N,M,CC,FreeLocal,High Income Families,9,17.66,2,14,Did Not Respond,2
1494,F,1,0,77994,N,M,CH,FreeLocal,Low Value and No Kids,20,89.62,1,6,Did Not Respond,3
1495,M,3,2,90103.7,N,M,CC,Budget,High Income Families,13,45.34,2,6,Did Not Respond,2
1496,F,1,0,59008.4,Y,M,CC,Budget,High Income Families,6,18.73,1,6,Did Not Respond,2
1497,M,3,2,5265.35,N,M,Auto,Budget,Married No Kids,6,23.46,4,1,Did Not Respond,4
1498,M,2,1,84978.1,N,S,CH,FreeLocal,Low Value and No Kids,18,76.07,2,3,Did Not Respond,1
1499,F,3,2,36647.9,N,M,CC,Budget,High Income Families,21,85.96,1,11,Responded,3
1500,F,1,0,64319.2,N,S,CH,Budget,Low Value and No Kids,8,37.15,1,2,Did Not Respond,3
1501,F,2,1,73338,N,S,Auto,Budget,Married No Kids,6,9.01,2,10,Did Not Respond,3
1502,F,1,0,433.74,N,S,CC,FreeLocal,High Income Families,9,40.91,1,2,Responded,4
1503,F,3,2,16962.2,N,M,CC,Budget,High Income Families,6,8.96,2,9,Did Not Respond,3
1505,M,3,2,10708.3,N,M,CH,Budget,Low Value and No Kids,29,117.26,4,10,Did Not Respond,2
1508,F,1,0,2031.61,N,M,CC,Budget,High Income Families,22,87.4,3,11,Did Not Respond,1
1512,F,3,2,16938.5,N,S,CH,FreeLocal,Low Value and No Kids,4,8.76,4,7,Did Not Respond,3
1515,F,1,0,55221,N,M,CC,FreeLocal,High Income Families,3,15.2,3,0,Did Not Respond,3
1516,F,2,1,8073.11,N,M,Auto,FreeLocal,Married No Kids,18,60.35,3,14,Did Not Respond,3
1517,M,1,0,95448.6,Y,M,CH,Budget,Low Value and No Kids,6,5.21,4,12,Did Not Respond,4
1518,M,2,1,24141.5,Y,S,CC,FreeLocal,High Income Families,25,97.05,1,14,Responded,1
1519,M,3,2,63152.6,Y,S,CC,Budget,High Income Families,14,40.07,2,15,Did Not Respond,4
1521,M,3,2,72084.7,N,S,CC,Budget,High Income Families,8,9.02,2,15,Did Not Respond,4
1522,F,1,0,42760.5,N,S,CC,Budget,High Income Families,11,40.23,2,7,Did Not Respond,4
1523,F,2,1,49072,N,S,Auto,Budget,Married No Kids,7,10.74,2,12,Did Not Respond,4
1524,F,1,0,27371.8,Y,M,CC,FreeLocal,High Income Families,29,126.55,4,8,Did Not Respond,3
1528,M,1,0,71472.9,N,M,CH,Budget,Low Value and No Kids,26,114.2,1,8,Did Not Respond,3
1529,F,1,0,95405.7,N,M,CC,Budget,High Income Families,3,6.21,4,4,Did Not Respond,3
1530,F,1,0,95786.8,Y,S,CC,Budget,High Income Families,22,87.46,4,11,Did Not Respond,3
1532,M,1,0,90321.6,N,S,CC,FreeLocal,High Income Families,2,11.52,3,0,Responded,4
1533,M,1,0,90478.6,N,S,CH,FreeLocal,Low Value and No Kids,31,136.47,2,9,Did Not Respond,4
1534,F,3,2,56187,N,M,CH,Budget,Low Value and No Kids,4,13.74,1,4,Did Not Respond,4
1537,F,2,1,42000,N,S,CC,Budget,High Income Families,46,206.08,2,12,Responded,1
1539,M,1,0,9780.66,N,M,CC,FreeLocal,High Income Families,4,11.32,2,1,Did Not Respond,1
1542,M,3,2,29616,N,M,CH,FreeLocal,Low Value and No Kids,15,45.5,1,15,Did Not Respond,3
1544,M,1,0,19732.8,N,M,CC,FreeLocal,High Income Families,9,22.44,4,12,Did Not Respond,3
1545,M,2,1,41690.5,Y,S,CC,FreeLocal,High Income Families,6,28.95,2,1,Did Not Respond,1
1547,M,3,2,96.33,N,S,CC,Budget,High Income Families,12,32.88,4,13,Did Not Respond,4
1550,F,3,2,52004.8,N,M,CH,Budget,Low Value and No Kids,6,23.11,2,3,Did Not Respond,1
1553,M,3,2,53010.8,N,M,CC,FreeLocal,High Income Families,12,46.42,1,6,Did Not Respond,1
1554,M,2,1,75004.5,N,M,CC,Budget,High Income Families,12,32.19,2,13,Did Not Respond,5
1557,M,1,0,19749.3,N,M,CC,Budget,High Income Families,7,13.94,1,10,Did Not Respond,4
1558,M,2,1,57626.9,Y,S,CC,Budget,High Income Families,10,38.96,1,5,Did Not Respond,3
1559,M,1,0,20078,N,D,CC,Budget,High Income Families,3,6.33,2,5,Did Not Respond,2
1560,F,3,2,47902,N,M,Auto,FreeLocal,Married No Kids,14,49.92,2,9,Did Not Respond,2
1565,M,2,1,7545.96,Y,M,CC,Budget,High Income Families,40,178.36,2,11,Responded,1
1571,F,1,0,78851.3,N,S,CC,FreeLocal,High Income Families,6,28.66,4,0,Responded,3
1572,F,2,1,17540.7,Y,S,Auto,Budget,Married No Kids,7,13.45,4,11,Responded,4
1573,F,1,0,83891.9,Y,M,CH,Budget,Low Value and No Kids,15,45.47,4,14,Did Not Respond,4
1574,F,3,2,28220.8,N,S,CC,FreeLocal,High Income Families,8,12.46,4,13,Responded,3
1576,F,1,0,28589.1,N,S,CC,FreeLocal,High Income Families,20,87.09,2,7,Did Not Respond,1
1578,F,3,2,5237.63,N,M,CC,Budget,High Income Families,16,56.64,3,7,Did Not Respond,3
1581,M,3,2,89459.9,N,S,CC,FreeLocal,High Income Families,7,22.9,2,6,Responded,4
1584,F,2,1,13576.5,N,S,CC,Budget,High Income Families,8,25.66,3,7,Responded,3
1588,F,3,2,67388,N,M,CC,Budget,High Income Families,19,91.04,4,2,Responded,4
1589,F,2,1,57063,Y,M,CH,Budget,Low Value and No Kids,20,81.3,4,8,Did Not Respond,4
1590,F,3,2,84166.1,N,M,CC,Budget,High Income Families,3,11.74,1,2,Responded,4
1591,F,1,0,45612.9,N,S,CC,Budget,High Income Families,65,311.29,4,6,Did Not Respond,1
1596,F,2,1,7737.94,N,S,CC,FreeLocal,High Income Families,12,50.84,3,6,Responded,3
1597,M,3,2,65000,N,S,CH,Budget,Low Value and No Kids,63,293.24,1,11,Responded,3
1598,F,3,2,45287.6,Y,M,CC,Budget,High Income Families,1,2.97,3,0,Did Not Respond,2
1599,F,3,2,59613.1,N,M,CC,Budget,High Income Families,35,163.41,1,6,Responded,2
1601,F,2,1,16326.7,N,S,CC,FreeLocal,High Income Families,0,1.34,3,0,Responded,3
1604,F,3,2,9559.78,N,S,CC,FreeLocal,High Income Families,16,59.59,2,9,Responded,4
1607,F,3,2,42031.8,N,M,CH,Budget,Low Value and No Kids,12,39.33,3,10,Did Not Respond,3
1609,F,3,2,83284.1,Y,M,Auto,FreeLocal,Married No Kids,7,9.04,3,13,Did Not Respond,2
1610,M,2,1,39229.1,N,M,CC,Budget,High Income Families,9,13.53,4,14,Responded,2
1611,F,1,0,68427.4,N,S,Auto,FreeLocal,Married No Kids,15,50.05,2,12,Did Not Respond,3
1613,M,1,0,3601.71,N,S,Auto,Budget,Married No Kids,25,111.84,4,5,Responded,3
1615,F,1,0,98716.3,N,S,CC,FreeLocal,High Income Families,9,13.92,4,10,Responded,4
1616,F,3,2,66182.7,Y,S,Auto,Budget,Married No Kids,12,47.17,2,6,Did Not Respond,4
1617,F,3,2,84789.3,N,M,CH,FreeLocal,Low Value and No Kids,7,10.45,4,7,Responded,3
1619,F,3,2,35976.5,Y,M,Auto,FreeLocal,Married No Kids,10,31.78,4,9,Responded,3
1620,F,1,0,32703.1,Y,M,CC,Budget,High Income Families,15,56.09,4,8,Did Not Respond,5
1622,F,3,2,8204.72,N,M,CH,FreeLocal,Low Value and No Kids,8,24.19,1,8,Did Not Respond,4
1623,M,2,1,97180.4,N,M,Auto,FreeLocal,Married No Kids,13,45.66,2,4,Did Not Respond,2
1625,F,3,2,38280,N,S,Auto,FreeLocal,Married No Kids,17,74.97,4,6,Responded,2
1626,M,1,0,64136.6,Y,S,CC,FreeLocal,High Income Families,28,125.15,1,8,Responded,4
1628,F,3,2,45429.7,Y,M,CH,FreeLocal,Low Value and No Kids,20,73.04,3,12,Responded,4
1630,F,1,0,25285.5,N,S,CC,FreeLocal,High Income Families,4,11.93,2,5,Responded,4
1631,F,3,2,77551.1,Y,M,CC,Budget,High Income Families,12,41.89,2,10,Did Not Respond,2
1632,F,1,0,38538.4,N,M,CC,FreeLocal,High Income Families,10,16.48,1,11,Responded,1
1639,M,1,0,92881.8,N,M,CC,FreeLocal,High Income Families,19,85.29,2,1,Did Not Respond,1
1640,M,3,2,43634.5,N,S,CC,Budget,High Income Families,29,104.64,3,15,Responded,1
1644,F,2,1,13109.1,N,S,Auto,Budget,Married No Kids,13,40.48,2,11,Responded,4
1645,M,2,1,92647.5,N,S,CC,Budget,High Income Families,6,10.34,4,8,Responded,4
1646,M,3,2,21021.6,Y,S,CC,Budget,High Income Families,3,11.19,2,1,Did Not Respond,4
1647,M,1,0,74460.7,Y,S,CC,FreeLocal,High Income Families,41,179.93,2,13,Responded,4
1650,F,3,2,28787.4,N,S,Auto,Budget,Married No Kids,17,58.09,1,14,Responded,3
1653,M,2,1,13091.6,N,M,CC,Budget,High Income Families,9,20.26,4,11,Did Not Respond,4
1656,F,3,2,62061.8,Y,M,Auto,FreeLocal,Married No Kids,16,52.22,2,15,Did Not Respond,3
1657,F,2,1,20550.9,Y,M,CC,Budget,High Income Families,17,57.06,4,14,Responded,1
1660,M,3,2,1765.41,N,M,CC,FreeLocal,High Income Families,10,44.95,3,2,Did Not Respond,1
1663,F,3,2,19131.1,N,S,Auto,Budget,Married No Kids,11,34.91,4,11,Responded,4
1669,M,3,2,42750.3,Y,M,Auto,Budget,Married No Kids,27,112.4,1,10,Responded,3
1671,F,3,2,2842.55,N,S,Auto,Budget,Married No Kids,0,0.79,3,0,Responded,3
1672,M,3,2,22358.1,N,M,CC,Budget,High Income Families,6,12.19,1,8,Did Not Respond,4
1674,M,1,0,47870.8,Y,M,CC,FreeLocal,High Income Families,3,12.48,2,4,Did Not Respond,2
1675,F,3,2,6440.46,Y,S,CH,Budget,Low Value and No Kids,10,27.2,4,11,Did Not Respond,5
1676,F,1,0,7325.5,N,S,CC,FreeLocal,High Income Families,38,161.54,2,14,Responded,2
1677,M,2,1,63900.9,N,M,CC,Budget,High Income Families,9,39.04,2,4,Did Not Respond,2
1678,M,3,2,28766.9,N,M,CC,Budget,High Income Families,13,58.08,3,3,Did Not Respond,3
1680,M,2,1,5252.29,N,M,Auto,Budget,Married No Kids,4,17.08,2,1,Did Not Respond,1
1684,M,3,2,91272.2,Y,M,CC,FreeLocal,High Income Families,8,13.01,2,13,Did Not Respond,1
1690,M,1,0,69000,Y,S,CH,FreeLocal,Low Value and No Kids,27,115.66,1,6,Responded,3
1694,M,3,2,1406.05,Y,M,CC,Budget,High Income Families,5,15.17,2,6,Did Not Respond,1
1696,F,1,0,73228.3,N,S,Auto,Budget,Married No Kids,10,28.11,3,11,Did Not Respond,4
1697,F,3,2,76231.9,N,S,Auto,FreeLocal,Married No Kids,31,150.75,3,1,Did Not Respond,4
1702,M,2,1,64792.3,N,M,CH,FreeLocal,Low Value and No Kids,10,36.84,3,7,Responded,4
1705,F,1,0,93322.1,Y,S,CH,Budget,Low Value and No Kids,8,8.79,1,15,Responded,3
1710,M,2,1,63437.3,N,M,CC,Budget,High Income Families,3,10.94,4,0,Responded,4
1714,M,3,2,49910.7,Y,M,CC,Budget,High Income Families,10,23.72,4,14,Did Not Respond,4
1716,M,1,0,76161.4,Y,M,CC,FreeLocal,High Income Families,8,25.58,3,6,Responded,3
1717,F,3,2,55860,Y,M,CC,FreeLocal,High Income Families,5,10.35,3,8,Did Not Respond,1
1718,F,2,1,12686,N,S,Auto,Budget,Married No Kids,21,80.64,3,12,Responded,5
1726,M,3,2,57360.8,Y,M,CC,FreeLocal,High Income Families,14,57.25,3,5,Responded,4
1727,M,2,1,92414.7,Y,M,CC,FreeLocal,High Income Families,8,10.62,4,15,Responded,3
1728,M,1,0,60102.7,N,M,CH,FreeLocal,Low Value and No Kids,14,62.44,4,5,Responded,3
1730,F,3,2,17888.7,N,M,CC,Budget,High Income Families,72,332.46,4,15,Did Not Respond,3
1731,F,2,1,12526.3,N,S,CC,FreeLocal,High Income Families,8,28.86,2,6,Responded,4
1734,F,3,2,14578.8,Y,S,Auto,Budget,Married No Kids,21,95.1,2,6,Responded,4
1737,M,1,0,78572.2,Y,M,CC,FreeLocal,High Income Families,10,29.28,2,11,Responded,3
1739,F,3,2,48238.8,N,M,CC,FreeLocal,High Income Families,38,168.03,1,12,Did Not Respond,2
1741,F,1,0,28770.9,N,M,CH,FreeLocal,Low Value and No Kids,10,16.27,4,14,Did Not Respond,1
1742,F,3,2,87578.2,Y,M,CC,Budget,High Income Families,4,22.15,2,0,Did Not Respond,4
1743,F,3,2,86695.4,N,M,CC,FreeLocal,High Income Families,12,32.09,3,13,Did Not Respond,1
1745,F,3,2,76791.2,N,S,CC,Budget,High Income Families,9,23,3,10,Did Not Respond,4
1749,F,1,0,30763.8,Y,S,CC,Budget,High Income Families,11,35.85,2,11,Responded,1
1750,F,3,2,3193.6,N,M,CH,Budget,Low Value and No Kids,24,114.62,2,2,Did Not Respond,4
1751,M,2,1,69680.9,N,M,CC,FreeLocal,High Income Families,8,32.12,2,4,Did Not Respond,1
1754,F,1,0,83287,N,M,Auto,FreeLocal,Married No Kids,24,90.18,3,15,Did Not Respond,5
1755,M,1,0,2056.06,Y,S,Auto,Budget,Married No Kids,12,27.75,2,12,Responded,1
1756,F,3,2,7776.6,N,M,CC,FreeLocal,High Income Families,19,68.33,4,13,Did Not Respond,2
1757,M,2,1,2067.82,N,M,CC,Budget,High Income Families,17,70.65,3,8,Did Not Respond,3
1758,M,1,0,68000,N,S,CC,Budget,High Income Families,4,8.49,4,2,Responded,4
1760,M,1,0,69343.3,N,M,CC,FreeLocal,High Income Families,4,15.54,4,3,Responded,3
1764,F,1,0,14932.5,N,M,CC,Budget,High Income Families,2,6.5,4,2,Did Not Respond,3
1765,F,1,0,27498.1,N,S,CC,Budget,High Income Families,2,9.88,1,1,Did Not Respond,3
1767,M,3,2,21419.9,N,M,CC,FreeLocal,High Income Families,26,103.12,1,13,Did Not Respond,4
1768,M,3,2,30665.2,Y,M,Auto,FreeLocal,Married No Kids,15,63.28,4,3,Did Not Respond,1
1769,F,2,1,78000,Y,M,Auto,FreeLocal,Married No Kids,7,30.95,4,3,Did Not Respond,4
1770,F,3,2,50561.3,N,M,CH,Budget,Low Value and No Kids,26,113.31,4,8,Did Not Respond,3
1772,F,3,2,23464,Y,S,CC,Budget,High Income Families,13,41.71,1,11,Responded,4
1773,F,3,2,194.57,N,M,CC,FreeLocal,High Income Families,13,38.95,2,14,Did Not Respond,5
1774,F,2,1,98680.4,Y,M,CH,FreeLocal,Low Value and No Kids,5,8.85,2,9,Did Not Respond,5
1775,M,1,0,65619.7,Y,M,CC,Budget,High Income Families,32,144.66,1,7,Responded,4
1776,F,2,1,95620.3,Y,M,CC,Budget,High Income Families,21,93.61,1,5,Did Not Respond,4
1777,F,1,0,85275,N,S,Auto,FreeLocal,Married No Kids,35,151.61,4,11,Did Not Respond,3
1778,F,2,1,66921.4,Y,M,CC,FreeLocal,High Income Families,5,8.97,4,8,Did Not Respond,4
1779,F,2,1,98453.6,Y,M,Auto,FreeLocal,Married No Kids,5,11.65,1,7,Did Not Respond,4
1780,F,3,2,94026.8,Y,M,CC,FreeLocal,High Income Families,7,10.62,4,13,Did Not Respond,2
1782,F,3,2,57420,Y,S,Auto,Budget,Married No Kids,56,252.53,4,13,Responded,3
1783,M,1,0,68000,N,M,CC,FreeLocal,High Income Families,7,26.69,4,2,Responded,3
1785,M,3,2,47639.1,N,M,CC,Budget,High Income Families,11,39.62,1,9,Did Not Respond,3
1786,F,3,2,63234.5,Y,M,CH,FreeLocal,Low Value and No Kids,0,1.16,1,0,Did Not Respond,4
1788,M,1,0,3911.9,N,M,CC,Budget,High Income Families,8,25.14,2,3,Responded,3
1790,F,3,2,18296.4,Y,M,CC,FreeLocal,High Income Families,2,10.39,3,0,Did Not Respond,3
1791,F,1,0,39461,N,S,CC,FreeLocal,High Income Families,25,103.52,1,11,Responded,1
1796,F,3,2,52957,Y,M,CH,FreeLocal,Low Value and No Kids,30,125.52,4,13,Did Not Respond,3
1797,F,3,2,86747.1,N,S,Auto,Budget,Married No Kids,11,37.24,1,10,Did Not Respond,5
1799,F,2,1,87404.6,N,M,Auto,Budget,Married No Kids,32,139.2,4,11,Did Not Respond,4
1801,F,3,2,85394,Y,M,Auto,Budget,Married No Kids,7,14.38,1,10,Did Not Respond,1
1802,F,1,0,2121.36,N,S,CC,FreeLocal,High Income Families,8,36.78,4,1,Responded,3
1803,F,3,2,63566.1,Y,M,CH,Budget,Low Value and No Kids,15,65.09,3,4,Did Not Respond,4
1806,F,1,0,89813.6,N,S,CC,FreeLocal,High Income Families,33,149.26,4,7,Did Not Respond,1
1807,F,3,2,25738.4,N,M,CH,Budget,Low Value and No Kids,10,19.2,4,10,Responded,3
1808,F,3,2,82644.2,Y,M,CC,FreeLocal,High Income Families,8,19.88,4,11,Did Not Respond,2
1809,F,2,1,27783.6,N,S,CC,FreeLocal,High Income Families,6,18.07,2,2,Responded,1
1812,F,3,2,60485.5,N,M,Auto,Budget,Married No Kids,8,28.7,1,6,Did Not Respond,3
1815,F,3,2,809.43,Y,M,CH,FreeLocal,Low Value and No Kids,1,2.89,3,0,Did Not Respond,2
1816,M,2,1,76529.8,N,S,CC,Budget,High Income Families,9,20.05,1,9,Responded,4
1817,F,3,2,34577.7,N,M,CH,Budget,Low Value and No Kids,29,116.57,3,15,Did Not Respond,4
1820,F,3,2,19008.4,Y,S,CC,FreeLocal,High Income Families,30,137.19,2,5,Did Not Respond,4
1821,F,1,0,98056.3,N,M,Auto,FreeLocal,Married No Kids,30,126.96,4,12,Did Not Respond,4
1822,M,1,0,80000,Y,M,CH,Budget,Low Value and No Kids,0,2.21,1,0,Responded,3
1824,M,1,0,78894.2,N,M,CH,Budget,Low Value and No Kids,9,43.23,2,1,Did Not Respond,2
1825,M,2,1,16432.1,Y,S,CH,Budget,Low Value and No Kids,22,80.47,1,10,Responded,1
1826,M,2,1,62797.9,N,M,CH,Budget,Low Value and No Kids,14,55.48,1,4,Responded,4
1827,M,2,1,71329.9,Y,S,CC,Budget,High Income Families,13,45.92,4,7,Did Not Respond,3
1831,F,1,0,20913.6,N,S,CC,FreeLocal,High Income Families,19,65.77,3,11,Responded,4
1834,F,2,1,540.4,Y,S,Auto,Budget,Married No Kids,4,7.75,2,6,Responded,3
1838,M,3,2,67339.8,N,M,CC,FreeLocal,High Income Families,16,48.69,2,14,Did Not Respond,1
1840,M,2,1,75799.9,N,M,CC,FreeLocal,High Income Families,19,64.8,2,11,Responded,3
1841,F,3,2,15688.5,N,S,CC,Budget,High Income Families,4,8.03,3,7,Responded,4
1842,F,1,0,43382.3,N,S,CH,FreeLocal,Low Value and No Kids,28,99.94,2,15,Responded,1
1844,F,1,0,5185.31,N,S,CC,FreeLocal,High Income Families,11,30.51,1,8,Responded,4
1845,F,2,1,35089,N,S,CC,Budget,High Income Families,27,108.44,2,13,Responded,1
1846,F,1,0,37000,N,S,CH,Budget,Low Value and No Kids,21,75.27,4,11,Responded,1
1848,F,3,2,80087.7,N,M,CC,FreeLocal,High Income Families,6,22.82,4,4,Did Not Respond,3
1849,F,3,2,59691.3,N,M,CC,Budget,High Income Families,56,256.7,3,11,Did Not Respond,2
1851,F,3,2,11251.1,Y,S,CC,FreeLocal,High Income Families,28,113.48,4,14,Responded,3
1853,M,2,1,70908.7,N,M,CC,FreeLocal,High Income Families,11,43.2,1,4,Responded,3
1854,M,1,0,94928.3,N,S,CH,FreeLocal,Low Value and No Kids,19,73.74,1,7,Responded,3
1856,F,3,2,50622.3,N,M,Auto,FreeLocal,Married No Kids,23,90.19,1,10,Did Not Respond,3
1858,M,1,0,100020,Y,M,CC,FreeLocal,High Income Families,8,18.84,1,8,Responded,3
1862,M,1,0,69000,Y,M,CH,Budget,Low Value and No Kids,18,62.81,3,15,Responded,4
1863,M,2,1,37626,N,S,CH,Budget,Low Value and No Kids,17,71.55,2,4,Did Not Respond,2
1865,F,2,1,56722.8,N,M,CC,FreeLocal,High Income Families,15,51.17,4,9,Responded,4
1867,M,2,1,120000,N,M,CC,Budget,High Income Families,1,3.22,3,0,Responded,5
1868,F,3,2,3416.62,Y,S,CC,Budget,High Income Families,25,104.73,2,9,Responded,1
1869,F,1,0,73069.1,Y,M,Auto,Budget,Married No Kids,2,10.22,3,0,Did Not Respond,4
1870,M,2,1,80000,Y,M,CC,FreeLocal,High Income Families,8,25.62,3,8,Responded,4
1871,F,3,2,8032.16,N,M,CC,FreeLocal,High Income Families,18,59.08,1,15,Did Not Respond,3
1872,F,2,1,93454.3,Y,D,Auto,FreeLocal,Married No Kids,9,25.18,4,9,Did Not Respond,3
1873,M,1,0,5745,Y,M,CC,FreeLocal,High Income Families,9,17.71,2,13,Responded,1
1875,F,1,0,92564.1,Y,S,Auto,FreeLocal,Married No Kids,15,51.68,3,12,Did Not Respond,3
1879,F,3,2,48322.5,Y,M,CC,FreeLocal,High Income Families,10,43.6,1,3,Did Not Respond,3
1882,F,3,2,81913.8,Y,M,CC,FreeLocal,High Income Families,11,46.33,3,3,Did Not Respond,3
1885,F,1,0,919.93,N,S,CH,Budget,Low Value and No Kids,24,93.42,2,14,Responded,3
1886,F,3,2,69486.8,N,M,CC,Budget,High Income Families,3,9.39,2,4,Did Not Respond,2
1887,F,3,2,24482.8,N,M,CH,Budget,Low Value and No Kids,0,2,3,0,Did Not Respond,2
1890,F,3,2,92103.8,N,M,CC,Budget,High Income Families,3,7.43,1,4,Did Not Respond,4
1891,F,3,2,8392.14,Y,S,CH,Budget,Low Value and No Kids,17,54.8,1,13,Responded,2
1892,F,1,0,17138.2,N,S,CC,FreeLocal,High Income Families,21,84.67,3,10,Responded,4
1894,F,3,2,47010.1,N,M,CC,Budget,High Income Families,33,164.76,1,1,Did Not Respond,4
1896,F,1,0,67239.4,N,S,Auto,FreeLocal,Married No Kids,13,53.81,1,6,Did Not Respond,3
1897,M,2,1,69406.7,Y,M,CC,FreeLocal,High Income Families,28,128.1,4,3,Responded,3
1899,F,3,2,83259.3,N,M,CC,Budget,High Income Families,1,4.46,2,0,Did Not Respond,3
1902,M,2,1,20818.5,N,M,Auto,FreeLocal,Married No Kids,13,47.85,2,5,Did Not Respond,1
1906,F,3,2,2185.6,N,M,CH,Budget,Low Value and No Kids,6,20.95,4,4,Did Not Respond,4
1908,M,2,1,76511.3,N,M,CC,FreeLocal,High Income Families,9,17.37,2,11,Responded,4
1910,F,2,1,6946.07,N,M,CH,FreeLocal,Low Value and No Kids,7,8.84,1,22,Did Not Respond,1
1911,F,3,2,11234.7,Y,M,CC,Budget,High Income Families,23,112.72,4,0,Did Not Respond,3
1913,F,3,2,36660.9,Y,M,CH,Budget,Low Value and No Kids,1,3.36,2,0,Did Not Respond,3
1915,F,3,2,68462.8,N,M,CC,FreeLocal,High Income Families,18,60.51,1,12,Did Not Respond,2
1918,F,3,2,72841.3,N,M,CC,Budget,High Income Families,17,72.16,1,5,Did Not Respond,3
1919,M,2,1,63670.8,Y,M,Auto,FreeLocal,Married No Kids,16,51.47,1,14,Responded,3
1922,M,1,0,12387.6,N,M,Auto,FreeLocal,Married No Kids,19,65.93,2,2,Did Not Respond,4
1924,F,2,1,82931.3,N,M,Auto,FreeLocal,Married No Kids,27,118,3,10,Did Not Respond,5
1925,F,3,2,57483.9,N,M,CH,Budget,Low Value and No Kids,9,27.29,2,9,Did Not Respond,3
1927,F,3,2,21274,N,S,Auto,FreeLocal,Married No Kids,9,32.43,2,5,Responded,3
1928,F,3,2,28267,N,M,CC,FreeLocal,High Income Families,43,192.53,4,11,Did Not Respond,2
1930,F,3,2,36725.1,N,M,CH,Budget,Low Value and No Kids,19,77,4,4,Did Not Respond,4
1934,M,2,1,94188.3,N,S,CC,Budget,High Income Families,8,19.78,3,10,Responded,4
1937,F,3,2,91861,Y,M,CC,Budget,High Income Families,4,6.74,1,8,Did Not Respond,3
1940,F,2,1,12374.9,Y,S,Auto,FreeLocal,Married No Kids,25,106.1,4,9,Responded,2
1941,F,3,2,69133.9,Y,M,CH,FreeLocal,Low Value and No Kids,9,37.73,1,4,Responded,2
1943,F,3,2,84948,Y,M,CH,FreeLocal,Low Value and No Kids,5,12.58,1,6,Did Not Respond,2
1944,F,3,2,30998.8,N,M,Auto,Budget,Married No Kids,11,50.5,3,1,Did Not Respond,3
1950,M,3,2,21416.5,N,M,CC,FreeLocal,High Income Families,6,8.53,1,5,Did Not Respond,2
1954,M,1,0,78554.2,N,S,Auto,Budget,Married No Kids,7,23.03,2,3,Did Not Respond,1
1955,M,2,1,3960.5,N,S,Auto,FreeLocal,Married No Kids,19,66.35,2,15,Responded,1
